customerID,MonthlyCharges,TotalCharges,genero_bi,es_adultoMayor,pareja_bi,dependiente_bi,tiempo_servicio_bi,Multiple_lineas_bi,InternetService_bi,Servicio_Telefonico_bi,proteccion_equipo_bi,Respaldo_info_bi,Soporte_tecnico_bi,Streaming_bi,streaming_peliculas_bi,contrato_bi,Faturacion_electronica_bi,FormaPago_bi,Churn_bi
0390-DCFDQ,70.45,70.45,Femenino,Si,Si,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
3146-MSEGF,88.05,6425.65,Femenino,Si,Si,Si,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
4080-OGPJL,71.15,563.65,Femenino,No,No,No,7-12,Si,DSL,Si,No,No,Si,No,Si,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
1095-WGNGG,101.05,5971.25,Femenino,No,Si,No,> 60,Si,Fibra Optica,Si,No,Si,No,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
2636-SJDOU,84.3,5289.05,Masculino,No,No,No,> 60,Si,Fibra Optica,Si,No,Si,No,No,No,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
1131-QQZEB,23.95,1756.2,Masculino,Si,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
5716-EZXZN,99.05,6416.7,Femenino,No,Si,Si,> 60,Si,Fibra Optica,Si,No,Si,Si,Si,No,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
6837-BJYDQ,19.6,61.35,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
2135-RXIHG,45.65,45.65,Masculino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6440-DKQGE,64.5,1929.95,Masculino,No,No,Si,25-36,No,DSL,Si,Si,Si,No,Si,No,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
3466-BYAVD,69.5,1071.4,Masculino,No,Si,Si,13-24,No,DSL,Si,Si,Si,Si,No,Si,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
3780-YVMFA,68.55,564.35,Femenino,No,Si,Si,7-12,No,DSL,Si,No,No,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
3874-EQOEP,95.0,655.5,Masculino,No,No,No,7-12,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
1679-JRFBR,108.15,7930.55,Femenino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
9073-ZZIAY,86.1,5215.25,Masculino,No,Si,Si,> 60,No,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Cheque Electronico,Clientes Retenidos
3077-RSNTJ,19.7,113.5,Femenino,No,Si,Si,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
6551-GNYDG,80.9,1152.8,Femenino,No,Si,Si,13-24,No,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
9167-APMXZ,84.15,1821.95,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
2749-CTKAJ,20.15,419.9,Masculino,No,Si,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
6371-NZYEG,64.25,1024,Masculino,No,Si,Si,13-24,No,DSL,Si,Si,No,No,Si,No,Un Año,No,Cheque por Correo,Clientes Retenidos
7554-NEWDD,25.7,251.6,Masculino,No,No,No,7-12,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
8992-VONJD,56.0,764.55,Femenino,No,No,Si,13-24,No,DSL,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0867-MKZVY,82.4,1592.35,Femenino,No,Si,No,13-24,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
4482-EWFMI,69.7,135.2,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
4648-YPBTM,73.9,3958.25,Masculino,No,No,No,49-60,Si,DSL,Si,Si,Si,Si,No,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
2907-ILJBN,20.6,233.9,Femenino,No,Si,Si,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
6345-FZOQH,19.9,1363.45,Masculino,No,Si,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
3376-BMGFE,70.9,273,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
5997-OPVFA,89.05,6254.45,Masculino,No,Si,No,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
3445-HXXGF,45.3,2651.2,Masculino,Si,Si,No,49-60,Sin Servicio Telefonico,DSL,No,Si,Si,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
1159-WFSGR,20.4,321.4,Femenino,No,Si,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
7654-YWJUF,84.25,3539.25,Masculino,No,Si,No,37-48,No,Fibra Optica,Si,Si,No,Si,No,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
1875-QIVME,104.4,242.8,Femenino,No,Si,No,1-6,Si,Fibra Optica,Si,Si,No,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6727-IOTLZ,81.95,1181.75,Masculino,No,Si,No,13-24,No,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Cheque por Correo,Clientes Retenidos
0691-JVSYA,94.85,5000.2,Femenino,No,Si,No,49-60,No,Fibra Optica,Si,Si,No,No,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes No Retenidos
5918-VUKWP,20.55,654.55,Femenino,No,No,No,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
1744-JHKYS,24.7,780.2,Femenino,No,Si,No,25-36,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
2656-FMOKZ,74.45,1145.7,Femenino,Si,No,No,13-24,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
2070-FNEXE,76.45,503.6,Femenino,Si,No,No,7-12,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
5947-SGKCL,105.35,1559.25,Femenino,No,Si,Si,13-24,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
3712-PKXZA,20.55,1252,Masculino,No,Si,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
6317-YPKDH,29.95,29.95,Femenino,No,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,Si,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
6582-OIVSP,45.3,45.3,Femenino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
9367-WXLCH,84.5,662.65,Masculino,No,No,No,7-12,Si,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
5524-KHNJP,74.75,2453.3,Masculino,No,Si,Si,25-36,No,DSL,Si,Si,No,No,Si,Si,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
1918-ZBFQJ,79.25,1111.65,Femenino,No,No,No,13-24,No,Fibra Optica,Si,Si,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
1024-GUALD,24.8,24.8,Femenino,No,Si,No,1-6,Sin Servicio Telefonico,DSL,No,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
4827-USJHP,51.8,1023.85,Masculino,No,No,No,13-24,No,DSL,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
8167-GJLRN,30.4,82.15,Masculino,No,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,No,Si,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
0956-SYCWG,19.65,244.8,Femenino,No,No,No,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque Electronico,Clientes Retenidos
8017-UVSZU,56.6,2379.1,Femenino,No,Si,No,37-48,Si,DSL,Si,No,Si,No,No,No,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
7100-FQPRV,71.9,3173.35,Masculino,No,Si,Si,37-48,Si,DSL,Si,No,No,Si,No,Si,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
2472-OVKUP,91.0,531,Masculino,No,Si,No,1-6,No,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
2984-RGEYA,19.75,1375.4,Femenino,No,Si,Si,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
9680-NIAUV,109.7,8129.3,Femenino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
2146-EGVDT,19.3,1192.7,Masculino,No,Si,Si,49-60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
2604-IJPDU,96.55,1901.65,Femenino,No,Si,No,13-24,No,Fibra Optica,Si,No,Si,Si,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
9178-JHUVJ,24.1,587.4,Masculino,No,Si,Si,13-24,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
6168-YBYNP,111.35,6519.75,Masculino,No,No,No,49-60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
7255-SSFBC,112.25,8041.65,Masculino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
3645-DEYGF,20.75,20.75,Masculino,No,No,Si,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
9323-HGFWY,101.9,2681.15,Femenino,No,Si,No,25-36,No,Fibra Optica,Si,No,No,Si,Si,Si,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
8544-GOQSH,80.05,1112.3,Femenino,No,No,No,13-24,No,Fibra Optica,Si,No,Si,Si,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
3363-DTIVD,105.55,7405.5,Masculino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,No,No,Si,Si,Un Año,No,Cheque Electronico,Clientes Retenidos
7018-WBJNK,78.3,1033.95,Masculino,No,No,Si,13-24,No,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
9142-KZXOP,68.85,2958.95,Masculino,No,No,No,37-48,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
7674-YTAFD,79.95,2684.85,Femenino,No,No,No,25-36,No,Fibra Optica,Si,No,Si,Si,No,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
6348-SNFUS,55.45,4179.2,Masculino,No,Si,Si,> 60,Sin Servicio Telefonico,DSL,No,Si,Si,Si,No,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
1285-OKIPP,79.9,79.9,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
7825-ECJRF,106.6,1934.45,Femenino,No,No,No,13-24,No,Fibra Optica,Si,Si,No,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
1347-KTTTA,102.45,6654.1,Masculino,No,Si,No,> 60,No,Fibra Optica,Si,Si,Si,Si,Si,Si,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
7841-TZDMQ,46.0,84.5,Masculino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
4195-NZGTA,25.25,25.25,Femenino,No,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
7157-SMCFK,19.75,1124.2,Masculino,No,No,Si,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
4709-LKHYG,20.0,540.05,Femenino,No,Si,Si,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque Electronico,Clientes Retenidos
2504-DSHIH,86.8,1975.85,Masculino,Si,Si,No,13-24,Si,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
0699-NDKJM,58.75,3437.45,Femenino,No,Si,No,49-60,Sin Servicio Telefonico,DSL,No,Si,Si,No,Si,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
9286-BHDQG,45.25,3139.8,Masculino,No,Si,Si,> 60,Sin Servicio Telefonico,DSL,No,Si,Si,Si,No,No,Un Año,No,Tarjeta de Credito,Clientes Retenidos
0230-WEQUW,56.6,3789.2,Masculino,No,Si,No,> 60,Sin Servicio Telefonico,DSL,No,Si,Si,Si,Si,No,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
2040-LDIWQ,84.2,5324.5,Masculino,No,Si,Si,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
6496-JDSSB,80.0,624.6,Femenino,No,No,No,7-12,No,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
9408-SSNVZ,70.15,268.35,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
4443-EMBNA,24.75,1836.9,Femenino,No,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
6469-MRVET,20.2,20.2,Masculino,No,Si,Si,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,Si,Cheque Electronico,Clientes Retenidos
0742-MOABM,50.05,179.35,Masculino,No,Si,No,1-6,No,DSL,Si,No,No,Si,No,No,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
5961-VUSRV,19.35,219.35,Femenino,No,No,No,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
6778-JFCMK,50.6,1288.75,Masculino,No,No,No,13-24,Sin Servicio Telefonico,DSL,No,No,No,No,Si,Si,Dos Años,Si,Cheque por Correo,Clientes Retenidos
6341-JVQGF,81.15,2545.75,Femenino,No,Si,Si,25-36,No,DSL,Si,Si,No,Si,Si,Si,Dos Años,Si,Cheque por Correo,Clientes Retenidos
2232-DMLXU,55.2,55.2,Femenino,No,Si,No,1-6,No,DSL,Si,No,No,No,Si,No,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
4811-JBUVU,89.9,2723.15,Masculino,No,No,No,25-36,Si,Fibra Optica,Si,No,No,Si,No,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
0945-TSONX,85.3,4107.25,Femenino,No,Si,Si,37-48,Si,DSL,Si,No,Si,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
2651-ZCBXV,108.0,5760.65,Masculino,No,No,No,49-60,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
3316-UWXUY,93.5,4747.5,Masculino,No,No,No,49-60,No,Fibra Optica,Si,No,Si,Si,No,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
8937-RDTHP,84.6,84.6,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
7083-MIOPC,20.25,1566.9,Femenino,No,No,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
1984-GPTEH,25.15,702,Femenino,No,No,No,25-36,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
1251-KRREG,54.4,114.1,Masculino,No,No,No,1-6,Si,DSL,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
0621-JFHOL,29.6,299.05,Femenino,No,No,No,7-12,Sin Servicio Telefonico,DSL,No,No,No,Si,No,No,Un Año,Si,Cheque por Correo,Clientes Retenidos
9903-LYSAB,73.15,1305.95,Masculino,No,Si,No,13-24,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0094-OIFMO,95.0,1120.3,Femenino,Si,No,No,7-12,No,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
9227-UAQFT,19.75,284.35,Masculino,No,No,No,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
7301-ABVAD,86.6,6350.5,Femenino,No,No,No,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
6614-FHDBO,109.2,7878.3,Masculino,No,No,No,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
7576-ASEJU,74.7,3187.65,Femenino,No,Si,Si,37-48,No,DSL,Si,No,No,Si,Si,Si,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
9058-HRZSV,94.4,6126.15,Femenino,Si,Si,No,> 60,No,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
4522-AKYLR,54.8,731.3,Femenino,Si,No,No,13-24,No,DSL,Si,Si,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0221-WMXNQ,75.35,273.4,Masculino,Si,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
0303-UNCIP,65.0,2531.8,Masculino,No,No,No,37-48,Si,DSL,Si,Si,No,No,No,Si,Dos Años,No,Cheque por Correo,Clientes Retenidos
9947-OTFQU,74.4,1074.3,Masculino,Si,No,No,13-24,No,Fibra Optica,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
0322-YINQP,48.55,48.55,Masculino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
0959-WHOKV,99.0,4298.45,Masculino,No,No,No,37-48,Si,Fibra Optica,Si,Si,Si,No,No,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
4075-JFPGR,93.5,4619.55,Femenino,No,Si,No,49-60,No,Fibra Optica,Si,Si,Si,No,Si,No,Dos Años,Si,Cheque Electronico,Clientes Retenidos
4629-NRXKX,70.4,147.15,Femenino,No,Si,Si,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
9514-JDSKI,40.2,40.2,Masculino,Si,Si,No,1-6,Sin Servicio Telefonico,DSL,No,No,Si,No,Si,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
3282-ZISZV,83.7,2633.3,Masculino,No,No,Si,25-36,Si,DSL,Si,Si,Si,Si,Si,Si,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
3675-YDUPJ,19.85,193.05,Masculino,No,No,No,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
4111-BNXIF,59.55,4103.9,Femenino,No,Si,Si,> 60,Sin Servicio Telefonico,DSL,No,Si,Si,Si,Si,Si,Un Año,Si,Cheque Electronico,Clientes Retenidos
7017-VFHAY,115.1,7008.15,Femenino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
6655-LHBYW,114.35,5791.1,Masculino,No,No,No,49-60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
4959-JOSRX,44.6,80.55,Femenino,No,Si,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
5046-NUHWD,45.0,1228.65,Femenino,Si,Si,No,25-36,Sin Servicio Telefonico,DSL,No,Si,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
7273-TEFQD,41.15,132.2,Masculino,Si,No,No,1-6,Sin Servicio Telefonico,DSL,No,Si,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3606-TWKGI,106.9,1364.3,Masculino,Si,No,No,13-24,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7529-ZDFXI,89.85,4925.35,Masculino,Si,Si,No,49-60,Si,Fibra Optica,Si,No,Si,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
7605-BDWDC,49.85,1520.1,Femenino,No,No,No,25-36,Sin Servicio Telefonico,DSL,No,No,Si,Si,No,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
1950-KSVVJ,113.3,5032.25,Femenino,No,Si,No,37-48,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Dos Años,No,Cheque por Correo,Clientes Retenidos
0123-CRBRT,88.1,5526.75,Femenino,No,Si,Si,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Cheque por Correo,Clientes Retenidos
6292-TOSSS,24.9,1195.25,Masculino,No,No,No,49-60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
3197-ARFOY,105.0,2007.25,Femenino,Si,No,No,13-24,No,Fibra Optica,Si,No,Si,Si,Si,Si,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
6323-AYBRX,19.35,1099.6,Masculino,No,No,No,49-60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes No Retenidos
7014-ZZXAW,24.25,1732.95,Femenino,No,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
4385-GZQXV,94.45,1511.2,Femenino,Si,No,No,13-24,No,Fibra Optica,Si,No,No,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7633-MVPUY,59.75,3450.15,Masculino,No,Si,No,49-60,No,DSL,Si,No,Si,Si,No,No,Un Año,Si,Cheque Electronico,Clientes Retenidos
6366-ZGQGL,24.8,24.8,Masculino,No,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
4716-HHKQH,107.05,2172.05,Masculino,Si,Si,No,13-24,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
5940-AHUHD,70.6,70.6,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
6432-TWQLB,85.4,401.1,Masculino,No,Si,No,1-6,Si,Fibra Optica,Si,No,Si,Si,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
4484-GLZOU,105.05,5624.85,Femenino,No,Si,No,49-60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3179-GBRWV,64.95,1339.8,Masculino,Si,Si,No,13-24,No,DSL,Si,No,Si,No,No,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
8645-KWHJO,55.0,771.95,Masculino,No,No,No,13-24,Sin Servicio Telefonico,DSL,No,Si,No,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
4130-MZLCC,50.55,244.75,Femenino,No,No,No,1-6,No,DSL,Si,No,Si,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
